living_in_m2,bedrooms,grade,price
87.32882,1,2,219950
130.0642,2,3,563500
144.92868,2,1,524000
121.70293,1,2,663500
100.33524,2,1,265000
208.10272,3,2,480000
116.12875,2,1,255000
233.18653,3,3,799000
170.94152,2,2,285000
78.96755,1,1,280000
92.903,1,2,420000
164.43831,2,2,420000
130.99323,2,2,405000
122.63196,2,2,464000
139.3545,3,2,651500
247.12198,2,3,545000
197.88339,3,3,355000
194.16727,3,3,546200
107.76748,1,2,289000
165.36734,2,2,354950
256.41228,3,2,480000
151.43189,2,3,246000
220.18011,3,3,600000
134.70935,2,3,395000
91.04494,1,1,128000
334.4508,3,3,835000
204.3866,2,3,302495
232.2575,3,3,380000
268.48967,2,3,715000
246.19295,3,3,797000
167.2254,2,2,583000
79.89658,1,2,330000
153.28995,2,2,273000
170.01249,2,2,230000
245.26392,3,2,459000
113.34166,2,2,175000
239.68974,3,2,915000
117.98681,2,3,440000
105.90942,1,3,549900
165.36734,2,2,420000
162.58025,2,2,456150
149.57383,2,2,250000
104.05136,3,2,252000
117.05778,2,1,120000
135.63838,2,2,381000
159.79316,3,2,360000
195.0963,2,4,317000
90.11591,2,2,205000
211.81884,3,2,446000
156.07704,3,2,425000
221.10914,3,3,545000
219.25108,3,3,840000
247.12198,3,2,886000
219.25108,3,2,871000
235.97362,3,2,696500
109.62554,2,2,390000
164.43831,2,2,316500
142.14159,3,1,220000
222.9672,3,3,590000
101.26427,2,2,690000
143.99965,2,1,294010
59.45792,1,1,340000
112.41263,1,2,510000
147.71577,1,2,295000
83.6127,1,1,185000
122.63196,2,2,210000
165.36734,2,2,526000
79.89658,1,1,187000
186.73503,3,3,660000
157.00607,3,2,544500
179.30279,3,3,630000
266.63161,2,3,525000
139.3545,2,2,329500
167.2254,3,3,338800
138.42547,2,2,335000
82.68367,1,1,180000
238.76071,3,3,719000
164.43831,2,2,502550
125.41905,3,2,595000
253.62519,3,3,319500
143.07062,2,2,227500
170.94152,2,2,560000
132.85129,2,2,330000
154.21898,1,2,452000
190.45115,2,4,745000
234.951687,2,2,370950
139.3545,2,2,270000
353.96043,3,4,825000
262.91549,2,4,713414
183.01891,2,3,445000
170.94152,2,2,750000
104.05136,1,2,309950
297.2896,3,4,360000
144.92868,3,2,901000
284.654792,1,2,1095000
262.91549,3,4,725000
242.47683,3,2,824500
166.29637,2,3,515000
70.60628,1,2,183000
248.515525,2,3,660000
283.35415,2,3,585000
143.07062,1,2,462500
206.24466,3,3,349990
126.34808,2,2,396500
137.49644,2,2,254000
370.68297,3,3,740000
216.46399,3,3,615000
314.01214,3,2,328000
118.91584,1,2,297000
157.00607,2,2,242000
128.20614,2,2,240000
130.99323,2,2,590000
158.86413,2,2,561000
232.2575,2,4,990000
261.05743,2,3,533000
88.25785,2,2,190000
326.08953,3,5,695000
236.90265,2,4,1095000
292.64445,3,5,854000
299.14766,3,3,630000
337.23789,3,3,769000
62.24501,1,1,185000
106.83845,2,2,177000
105.90942,1,1,480000
184.87697,3,2,185000
327.01856,3,5,810000
86.39979,1,1,210000
175.58667,2,3,587206
114.27069,2,2,425000
179.30279,3,3,321500
87.32882,2,2,355000
189.52212,3,3,375000
211.81884,3,2,712500
179.30279,2,4,716500
317.72826,2,5,789900
117.98681,1,2,404500
266.63161,3,4,690700
132.85129,3,2,215000
195.0963,2,2,800000
228.54138,2,3,405000
85.47076,2,1,380000
91.04494,1,2,260000
81.75464,1,1,130000
106.83845,2,2,339000
239.68974,3,3,379950
156.07704,2,3,450000
117.98681,2,2,518000
151.43189,2,2,360000
83.6127,2,1,465000
162.58025,3,3,542500
71.53531,1,1,259950
165.36734,3,2,318500
200.67048,3,2,590000
253.62519,2,5,770000
142.14159,3,2,350000
103.12233,1,1,250000
224.82526,3,3,550000
178.37376,2,3,549000
119.84487,2,2,305000
261.05743,3,3,386000
133.78032,3,2,269950
241.5478,3,3,245000
200.67048,2,3,670000
158.86413,3,2,158550
190.45115,3,3,355000
245.26392,2,3,1100000
218.32205,3,3,399950
172.79958,2,2,460000
279.63803,3,5,765000
153.28995,2,2,369500
76.18046,1,2,532500
173.72861,2,3,811000
158.86413,3,4,749000
125.41905,2,2,272450
159.79316,3,2,264950
133.78032,2,2,325000
330.73468,3,4,770000
230.39944,3,3,399000
191.38018,3,3,705000
201.59951,3,3,359800
331.66371,3,4,624000
100.33524,2,2,331000
331.66371,3,4,942990
95.69009,2,1,249000
172.79958,2,2,345000
106.83845,2,2,307000
178.37376,2,2,465000
184.87697,2,3,545000
277.77997,3,4,772000
154.21898,2,2,425000
278.709,3,4,430000
197.88339,2,3,338500
295.524443,3,3,379900
89.18688,1,1,280000
183.01891,3,2,690000
114.27069,2,2,322000
205.31563,3,3,620000
151.060278,2,3,526000
177.44473,3,2,435000
186.73503,2,3,472217
119.84487,2,2,163000
154.21898,1,2,655000
114.27069,2,2,625000
121.70293,1,1,280000
200.67048,2,3,987000
368.82491,2,4,1065000
130.0642,2,2,265000
197.88339,2,3,325000
287.07027,3,5,551000
176.5157,1,3,530000
158.86413,2,2,440000
173.72861,2,2,288400
93.83203,2,1,310000
144.92868,3,2,439000
163.50928,2,2,225000
289.85736,3,4,380000
353.0314,3,5,950000
118.91584,1,3,350000
147.71577,2,3,518500
132.85129,2,2,198000
118.91584,1,2,193000
239.411031,2,3,495000
130.0642,2,2,250000
164.43831,3,2,248000
352.10237,3,4,875000
128.20614,2,2,375000
110.55457,2,2,425000
196.95436,2,2,436000
132.85129,2,3,349000
279.63803,3,5,775000
126.34808,3,2,330000
145.85771,2,2,500000
155.14801,2,2,520000
152.36092,2,2,570000
145.85771,2,2,367500
199.74145,3,2,435000
162.58025,2,2,445000
151.43189,2,3,740000
170.01249,2,3,375000
84.54173,2,1,232900
183.94794,3,2,463000
127.27711,1,3,431500
152.36092,2,1,250000
57.59986,1,1,175000
196.02533,2,3,400000
89.18688,2,2,290000
222.9672,2,4,570000
182.08988,3,2,234500
245.26392,3,3,537000
155.14801,3,2,456000
168.15443,2,2,430000
95.69009,1,2,450000
199.74145,2,3,559500
181.16085,2,2,269950
285.21221,3,4,860000
76.18046,1,1,510000
174.65764,1,3,751750
232.2575,3,2,585000
247.12198,2,3,467000
200.67048,2,4,730000
137.49644,2,2,479000
103.12233,2,2,365000
222.9672,3,2,475000
115.19972,2,1,375000
277.77997,2,4,820000
199.74145,3,3,550000
203.45757,3,2,600000
217.39302,3,3,360000
143.07062,2,2,270000
149.57383,2,2,180000
117.05778,2,2,475000
170.01249,3,2,358000
111.4836,2,2,299000
126.34808,2,3,399950
67.81919,1,2,325000
114.27069,2,2,270000
120.7739,2,3,430000
135.63838,1,3,449000
187.66406,3,2,287500
139.3545,3,2,399000
183.94794,3,2,213000
240.61877,2,4,690000
198.81242,2,2,650000
222.9672,3,3,344000
167.2254,2,3,365000
141.21256,2,2,522500
206.24466,3,2,825000
224.82526,2,3,590000
205.31563,3,3,335000
286.14124,2,3,530000
222.03817,3,3,625000
85.47076,2,1,209000
131.364842,1,3,428000
143.07062,2,2,270000
114.27069,2,3,435000
211.81884,3,3,445000
187.66406,3,3,640000
111.4836,2,1,210000
123.56099,1,1,455000
265.70258,3,4,720000
222.03817,3,3,545000
104.05136,1,2,363000
263.84452,3,4,790000
147.71577,1,2,225500
156.07704,2,2,370000
143.99965,2,2,537000
93.83203,2,2,425000
345.59916,3,4,857000
197.88339,2,3,482975
100.33524,1,2,525000
267.56064,3,3,680000
188.59309,2,3,471000
225.75429,3,2,445000
152.36092,2,2,207500
200.67048,2,4,520000
115.19972,2,2,380000
132.85129,2,2,255000
121.70293,1,3,330000
132.85129,2,2,185000
170.01249,2,2,360000
339.09595,2,2,920000
78.03852,1,1,528000
295.43154,2,3,439000
122.63196,2,2,313000
371.612,3,2,739000
128.20614,2,2,650000
325.1605,3,5,895000
203.45757,2,3,765000
164.43831,2,3,660000
199.74145,3,3,260000
215.53496,3,2,485500
114.456496,2,2,344000
170.94152,2,2,457500
130.99323,2,2,334200
147.71577,3,2,670500
386.47648,3,5,1150000
169.08346,2,3,515000
224.82526,3,2,375000
233.18653,3,2,569950
218.32205,3,2,800000
137.49644,2,2,500000
117.98681,1,2,370000
250.8381,3,4,385000
147.71577,2,2,299000
142.14159,2,2,279950
135.63838,2,2,186000
155.14801,2,3,475200
209.96078,2,5,600000
349.31528,3,5,1025000
126.34808,3,1,235000
209.96078,2,2,622500
130.0642,2,4,639000
335.37983,3,5,870000
302.86378,3,4,800000
148.6448,2,3,380000
212.097549,2,3,389950
95.69009,2,2,301000
171.87055,1,3,589000
208.10272,2,2,440000
114.27069,2,3,440000
187.66406,2,1,400000
182.182783,3,2,289000
198.81242,3,3,525000
152.36092,2,2,295000
195.0963,2,3,483000
115.19972,2,2,355000
90.11591,2,2,354950
124.49002,1,3,400000
202.52854,3,3,480000
126.162274,2,2,317000
384.61842,3,4,810000
148.6448,2,2,690000
171.87055,2,3,218000
194.16727,2,3,310000
62.24501,1,1,235000
216.46399,3,3,595000
160.72219,2,3,566950
74.3224,1,1,405000
173.72861,3,2,299000
122.63196,1,3,499000
172.79958,2,2,350000
136.56741,1,2,445434
116.12875,2,2,443725
157.9351,3,3,429950
78.03852,2,1,187500
140.28353,2,1,185000
175.58667,2,2,323000
241.5478,3,4,509000
374.39909,3,5,989000
222.03817,2,2,420000
186.73503,3,3,322200
176.5157,3,2,407500
71.53531,1,1,264950
185.806,2,2,430000
301.00572,2,5,604000
258.27034,3,4,674250
142.14159,2,3,500000
221.10914,2,3,315000
225.75429,2,2,342000
209.96078,2,3,795000
170.94152,3,2,660000
222.9672,2,3,660000
181.16085,3,2,310000
244.33489,3,3,589000
214.60593,3,2,440000
199.74145,2,2,419950
276.85094,3,2,367500
101.26427,1,2,310000
200.67048,3,3,325000
278.058679,3,2,540000
171.87055,3,1,399950
328.87662,3,3,1027500
183.01891,2,3,650000
119.84487,2,2,521450
158.86413,2,3,675000
183.01891,2,2,580000
105.90942,1,1,276000
148.6448,2,2,332500
296.36057,3,5,862000
361.39267,3,4,772500
170.94152,2,2,265000
204.3866,2,2,216600
144.92868,2,3,448000
258.27034,2,3,1140000
143.07062,2,2,503000
268.48967,3,3,575000
258.27034,3,4,690000
271.27676,2,2,325000
196.02533,2,3,548000
218.32205,3,3,659000
164.43831,2,2,423500
124.49002,2,2,230000
104.05136,1,1,320000
232.2575,3,3,635000
210.88981,3,2,311750
295.43154,3,4,895950
268.48967,3,5,795000
292.64445,3,4,815000
148.6448,2,2,395000
312.15408,3,4,950000
272.20579,3,4,1050000
120.7739,2,2,260000
156.07704,2,2,637500
187.66406,3,2,370000
147.71577,2,3,375000
114.27069,3,1,195500
160.72219,3,1,300000
193.23824,3,3,442000
182.08988,1,2,280000
295.43154,3,5,1115000
117.05778,2,2,200500
208.10272,3,3,363990
167.2254,1,2,390000
193.23824,2,3,490000
157.9351,2,1,545000
124.49002,2,2,450000
243.40586,3,3,1030000
157.9351,3,2,331500
119.84487,2,4,590000
289.85736,3,3,790000
74.3224,1,1,230000
113.34166,1,1,370000
319.957932,3,3,430236
177.44473,2,3,430000
124.49002,2,2,217000
211.81884,3,3,565000
133.78032,2,2,410000
338.16692,3,4,939000
158.86413,3,3,280000
126.34808,3,1,560000
241.5478,2,3,452000
152.36092,1,2,527000
255.48325,3,2,795000
274.06385,3,4,600000
102.1933,2,2,339000
153.28995,3,3,327500
271.27676,3,5,820000
142.14159,2,2,279000
117.98681,3,2,256000
90.11591,1,2,210000
126.34808,2,3,500000
156.07704,3,2,709000
300.07669,3,3,625000
169.08346,2,3,499950
232.2575,3,2,425000
117.98681,2,3,440000
127.27711,1,2,555000
157.9351,3,1,445000
138.42547,3,2,425000
85.47076,1,1,156000
187.199545,2,4,988500
150.50286,2,2,459000
287.9993,3,4,435000
201.59951,2,2,330000
185.806,2,2,433000
105.90942,2,2,345000
182.08988,3,3,285500
155.14801,2,3,985000
211.81884,2,3,535000
147.71577,3,2,599000
236.90265,3,4,422500
114.27069,2,2,607000
102.1933,1,2,570000
98.47718,1,3,475000
230.39944,3,3,480000
204.3866,2,3,572000
126.34808,2,2,369950
120.7739,2,2,219950
91.04494,2,2,550000
121.70293,2,2,417000
93.83203,2,2,212000
140.28353,2,3,675000
241.5478,2,3,985000
106.83845,2,1,215000
159.79316,2,3,935000
157.00607,2,2,295000
115.19972,2,1,405000
88.25785,2,1,325000
207.17369,3,2,360000
99.40621,2,1,265000
175.58667,3,2,282000
175.58667,2,3,550000
177.44473,3,2,300000
236.90265,3,2,369000
154.21898,2,2,458000
301.93475,3,3,463828
92.903,1,1,213000
173.72861,3,2,245000
179.30279,2,2,550000
323.30244,3,3,860000
240.61877,2,5,796500
168.15443,2,2,355000
307.50893,2,3,670000
209.03175,3,2,305000
133.78032,2,2,337000
203.45757,3,2,439950
153.661562,2,2,314950
132.85129,1,1,425000
170.94152,2,2,499000
235.97362,3,4,374950
130.99323,1,2,760000
229.47041,3,3,585000
118.91584,2,2,415000
283.35415,3,3,555000
132.85129,2,2,518000
120.7739,1,1,295000
165.36734,3,3,395000
120.7739,2,3,329950
246.19295,2,3,590000
96.61912,1,1,687500
263.84452,3,4,500000
151.43189,2,2,203000
103.12233,2,1,279000
109.62554,2,2,390000
193.23824,3,2,385000
111.4836,1,2,306000
314.01214,3,3,655500
257.34131,3,5,685000
274.06385,3,3,599000
94.76106,2,2,255000
327.01856,2,4,905000
198.81242,1,2,680000
130.0642,2,2,267500
170.94152,2,2,550000
76.18046,1,1,185000
122.63196,2,2,190000
189.52212,2,2,555000
115.19972,2,2,427500
178.37376,3,2,440000
235.04459,3,3,875000
186.73503,2,3,415000
226.68332,3,3,1005000
144.92868,2,3,425000
212.74787,3,2,848000
131.92226,2,2,364000
215.53496,3,1,400000
187.66406,3,3,496600
130.99323,1,2,175000
324.23147,3,3,320000
124.49002,2,1,330000
135.63838,2,2,405000
317.72826,3,4,640000
197.88339,2,4,525000
366.03782,2,5,857326
138.42547,3,1,271000
182.08988,3,2,369990
77.10949,1,2,329445
176.5157,3,3,425000
165.36734,2,3,450000
168.15443,3,2,235000
271.27676,3,4,740000
327.01856,3,3,589500
206.24466,3,2,607500
243.40586,3,4,765000
185.806,3,2,228000
61.31598,2,1,225000
111.4836,2,2,195000
252.69616,3,3,560000
244.33489,3,3,576925
183.01891,3,2,432000
154.21898,3,2,282000
145.85771,2,2,253000
251.76713,3,3,399900
156.07704,2,3,675000
370.68297,3,4,650000
66.89016,1,1,230000
121.70293,2,3,514950
222.9672,3,2,280000
170.01249,2,3,638000
70.60628,1,1,265000
155.14801,2,2,282000
167.2254,2,2,505000
170.94152,3,3,395000
170.01249,2,3,298900
254.55422,2,5,535000
173.72861,2,2,275000
176.5157,2,2,515000
240.61877,3,3,479000
199.74145,3,2,380000
234.11556,3,2,415000
182.08988,2,3,342000
320.51535,3,5,590000
312.15408,3,4,829995
91.04494,2,1,204000
67.81919,1,1,122000
92.903,2,2,225000
192.30921,2,3,535000
132.85129,2,1,195000
136.56741,1,3,865000
136.56741,2,2,254600
111.4836,2,2,222400
310.29602,3,5,962000
165.36734,2,3,635000
183.94794,2,2,437000
252.69616,2,4,835000
122.63196,2,2,594000
150.50286,2,3,620000
140.28353,2,2,279950
98.47718,2,1,206000
360.46364,3,2,702000
102.1933,1,3,220000
99.40621,2,2,315000
158.86413,2,3,479000
141.21256,2,2,240000
93.83203,3,1,248000
206.24466,3,2,320000
214.60593,3,1,580000
265.70258,3,2,390000
181.16085,2,3,345100
161.65122,3,2,204950
209.96078,2,2,759000
130.0642,2,2,358000
111.4836,2,2,200000
181.16085,2,2,485000
234.11556,3,3,1100000
143.07062,2,2,257000
168.15443,1,3,489000
197.88339,2,3,456000
258.27034,2,3,1025000
163.50928,2,2,224000
309.36699,3,3,850000
98.47718,2,2,420000
109.62554,2,1,207000
131.92226,2,2,265000
154.21898,2,2,367500
219.25108,3,3,569900
222.03817,2,3,420000
338.16692,3,4,895900
173.72861,2,2,585000
266.63161,3,3,890000
193.23824,3,2,285000
151.43189,2,2,468000
191.38018,3,3,550000
170.01249,3,2,383000
389.26357,2,5,1150000
120.7739,2,1,515000
121.70293,2,2,300000
74.3224,1,2,325000
140.28353,2,2,520000
115.19972,1,2,174500
260.1284,3,3,665000
82.68367,1,2,305000
251.76713,3,4,600000
274.99288,3,4,385000
128.20614,2,2,245000
89.18688,2,1,315000
108.69651,2,1,119500
135.63838,2,2,324950
239.68974,3,3,650000
248.05101,3,2,665000
124.49002,1,1,192000
132.85129,2,2,350000
176.5157,1,4,550000
199.74145,3,3,411000
121.70293,2,2,447000
114.27069,2,2,420000
133.78032,2,3,292500
115.19972,2,2,402000
123.56099,2,2,295000
159.79316,2,2,245000
353.0314,2,5,575000
145.85771,3,1,229950
225.75429,3,2,580000
159.79316,2,2,583500
197.88339,3,3,565000
104.05136,2,2,355500
196.95436,2,2,650000
131.92226,2,3,510000
174.65764,2,3,355000
240.61877,3,5,674750
235.97362,3,2,355000
134.244835,2,2,366000
185.806,3,2,465000
304.72184,2,5,825000
195.0963,3,2,550000
158.86413,2,2,415000
193.23824,2,2,700000
124.49002,1,3,390000
210.88981,2,3,485000
239.68974,3,2,355000
154.21898,2,4,700000
195.0963,3,3,607000
185.806,3,2,710000
330.270165,3,4,895990
141.21256,2,3,241000
200.67048,3,4,317000
210.88981,3,2,425000
330.73468,2,5,843500
99.40621,1,1,455000
88.25785,2,2,365000
292.64445,3,3,345000
149.57383,1,2,215000
208.10272,2,4,279900
97.54815,1,2,310000
154.21898,2,4,716000
143.99965,1,3,348500
180.23182,2,3,630000
222.9672,2,3,562000
87.32882,1,2,352000
196.95436,3,1,500000
257.34131,3,3,318700
255.48325,3,3,750000
152.36092,3,1,261490
106.83845,2,1,175000
357.67655,3,4,507000
172.79958,2,2,280000
188.59309,2,2,295000
167.2254,2,4,625000
140.28353,1,3,445000
209.03175,2,3,445838
124.49002,2,2,290000
377.18618,3,5,530000
317.72826,3,5,965000
185.806,2,2,225000
78.96755,1,1,440000
246.19295,2,3,499000
180.23182,2,3,297000
363.25073,3,4,470000
164.43831,3,2,200000
122.63196,2,2,221000
96.61912,1,2,600000
108.69651,1,3,325000
91.04494,1,3,352500
235.97362,3,4,759990
187.66406,1,2,720000
213.6769,3,3,312891
84.54173,2,2,305000
130.99323,2,2,271920
147.71577,2,2,485000
159.79316,2,3,535000
167.2254,2,3,445000
145.85771,3,2,365000
180.23182,3,2,390000
134.70935,1,2,465000
135.63838,3,3,580000
212.74787,3,2,390000
307.50893,2,4,572800
142.14159,3,2,269900
199.74145,2,3,650000
113.34166,2,3,457000
103.12233,2,2,416000
103.12233,2,2,505000
158.86413,2,2,362500
154.21898,3,2,290000
252.69616,3,3,752500
226.68332,3,4,631625
119.84487,1,2,600000
143.07062,2,3,402000
78.03852,1,1,218450
276.85094,2,4,670000
195.0963,3,2,500000
166.29637,3,2,401500
134.70935,2,2,245000
148.6448,2,3,460000
138.42547,2,2,350000
88.25785,1,2,492000
195.0963,2,4,990400
224.82526,2,3,649950
224.82526,2,4,570000
130.0642,2,3,374500
219.25108,2,3,750000
94.76106,2,2,280000
103.12233,1,2,750000
109.62554,2,3,455000
148.6448,2,2,625000
107.76748,1,2,168000
196.02533,2,3,525000
215.53496,1,3,694000
215.53496,3,2,350000
182.08988,3,2,434400
186.73503,3,2,310000
91.97397,2,2,275000
185.806,3,2,290000
135.63838,2,3,570000
65.96113,1,1,362362
306.5799,3,4,765000
234.11556,3,3,575000
147.71577,1,4,850000
203.45757,2,3,539950
153.28995,3,2,295000
193.23824,2,2,325000
140.28353,2,2,230000
170.01249,2,3,379500
199.74145,3,3,410000
133.78032,2,2,491000
304.72184,2,5,1075000
233.18653,3,3,305000
142.14159,2,3,590000
144.92868,2,2,299900
222.03817,3,2,330000
293.57348,3,4,650000
157.00607,3,2,487250
159.79316,2,1,313100
328.87662,3,4,775000
208.10272,3,4,689000
83.6127,2,1,201000
315.8702,3,3,475000
157.00607,2,3,500000
76.18046,1,2,173000
211.81884,3,2,345000
202.52854,2,4,570000
117.05778,1,1,412000
191.38018,2,3,440000
88.25785,1,1,193000
112.41263,2,2,215000
300.07669,3,4,572115
152.36092,2,2,226500
207.452399,3,2,317500
229.47041,2,2,445000
184.87697,2,2,234550
149.57383,2,2,280000
270.34773,3,5,1035000
332.59274,2,4,616500
98.47718,2,2,405000
200.67048,2,2,385000
224.82526,2,3,500000
82.68367,1,1,250000
231.32847,2,4,654300
246.19295,3,3,569995
174.65764,2,3,1000000
198.81242,3,3,594000
136.56741,2,3,397500
165.36734,2,2,442573
207.17369,3,2,544500
315.8702,3,4,970000
219.25108,3,3,260000
344.67013,3,3,552500
152.36092,3,2,218000
185.806,3,2,715000
111.4836,1,2,478000
164.43831,3,3,350000
294.50251,2,4,720000
162.58025,3,2,270000
93.83203,2,1,255000
133.78032,2,2,440000
201.59951,2,2,353000
260.1284,3,4,752875
282.42512,3,4,684000
191.38018,3,2,580000
208.10272,3,3,482000
182.08988,2,2,449000
214.884639,2,4,370000
166.29637,3,2,475000
223.89623,2,2,485000
277.77997,3,4,698000
117.05778,2,2,275000
192.30921,3,3,255000
76.18046,1,2,478000
105.90942,2,2,250000
182.08988,3,2,604000
155.14801,2,3,450000
203.45757,2,2,700000
171.87055,3,1,230000
199.74145,3,3,400000
228.54138,3,3,607500
104.98039,2,2,280005
156.07704,1,1,334000
217.764632,3,2,791000
196.95436,3,2,582000
134.70935,2,2,585000
271.27676,3,3,1051000
119.84487,2,2,402500
143.99965,2,3,430000
148.6448,3,1,425000
236.90265,1,2,446000
159.235742,2,3,305000
194.16727,2,5,550000
189.52212,3,3,464625
255.48325,3,5,812500
196.95436,2,2,575000
274.06385,2,5,820000
169.08346,2,2,239975
263.84452,3,4,729032
167.2254,2,2,670000
130.0642,1,2,303000
195.0963,3,3,610000
117.98681,1,3,531000
142.14159,3,2,583500
205.31563,1,3,820000
185.341485,2,2,271500
142.14159,2,2,529000
217.39302,2,2,428000
207.17369,3,3,1003000
334.4508,2,1,461000
234.11556,2,3,780000
233.18653,3,3,860000
195.0963,2,3,515000
146.78674,2,2,475000
107.76748,1,2,345000
122.63196,2,2,207500
134.70935,2,2,274500
197.88339,3,2,725000
228.54138,2,4,693000
111.4836,2,2,345000
153.28995,2,2,379880
105.90942,2,3,230000
110.55457,1,2,417000
152.36092,2,3,515000
140.28353,2,1,410000
138.42547,2,3,685650
210.88981,3,3,585000
365.10879,3,5,1093000
145.85771,3,2,530000
120.7739,2,2,236000
334.4508,3,5,1029280
234.11556,2,4,875000
159.79316,2,2,326000
121.70293,1,1,455000
199.74145,3,2,346500
222.03817,3,3,557500
258.27034,3,3,550000
123.56099,2,3,601000
350.24431,3,5,998000
168.15443,2,3,517500
129.13517,2,3,278500
178.37376,2,2,260000
149.57383,2,2,725000
180.23182,3,1,565000
148.6448,2,3,345000
170.01249,3,2,285000
221.10914,1,3,699800
78.96755,1,1,389000
276.85094,3,4,515000
202.52854,2,3,650000
311.22505,3,4,925000
143.07062,3,1,395000
143.99965,2,2,440000
69.67725,1,1,250000
65.0321,1,1,267800
115.19972,1,2,471000
101.26427,2,1,289000
172.79958,3,3,380000
198.81242,3,3,564000
91.97397,2,2,310000
205.31563,3,3,465000
139.3545,2,2,578000
127.27711,2,2,377500
145.85771,1,3,657000
347.45722,3,5,1085000
99.40621,2,2,175000
316.79923,3,3,675000
73.39337,1,1,418500
131.92226,2,3,510000
132.85129,2,3,439000
147.71577,2,2,310000
272.20579,3,3,750000
152.36092,2,1,234000
214.60593,3,3,592100
63.17404,1,1,193000
126.34808,2,3,445000
228.54138,3,3,439950
252.69616,2,4,619000
283.35415,2,3,975000
81.75464,1,2,330000
107.76748,1,2,425000
291.71542,3,5,925850
124.49002,1,2,300000
129.13517,2,2,745000
181.16085,2,3,408000
82.68367,1,2,510000
134.70935,2,2,400000
195.0963,3,3,465000
239.68974,3,3,552250
117.98681,2,2,510500
194.16727,3,3,555000
126.34808,2,2,260000
217.39302,3,4,597000
182.08988,2,3,732000
163.50928,3,2,620047
66.89016,1,1,405000
107.76748,2,2,330000
290.78639,3,3,690500
313.08311,2,4,595000
132.85129,2,2,424000
222.9672,3,3,487275
147.71577,2,2,720000
222.9672,2,4,489950
227.61235,2,2,325000
78.96755,2,1,325000
52.95471,1,1,89950
137.49644,1,2,280000
118.91584,3,1,245000
142.14159,3,2,302000
194.16727,2,2,489000
142.14159,3,1,299800
196.95436,2,2,289500
163.50928,1,2,355000
94.76106,2,2,180000
181.16085,2,2,298000
112.41263,3,2,485000
210.88981,3,4,732350
119.84487,1,3,489000
140.28353,1,2,442500
236.90265,2,4,834000
159.79316,2,2,398000
239.68974,2,2,332220
161.65122,2,3,616000
248.98004,3,3,622000
238.76071,3,3,472000
144.92868,2,2,236000
127.27711,2,2,203000
148.6448,2,3,480000
57.59986,1,1,425000
254.55422,3,3,525000
104.98039,2,2,349500
107.76748,2,2,370000
196.95436,2,3,375000
186.73503,2,3,530000
126.34808,2,2,550000
101.26427,2,2,267500
131.92226,2,2,192500
153.28995,2,2,390000
107.76748,1,2,405000
226.68332,3,3,525000
191.38018,2,3,610000
166.29637,3,3,560000
262.91549,3,3,515500
130.0642,2,2,270000
270.34773,3,4,645000
118.91584,2,3,355000
127.27711,2,3,235000
166.29637,3,3,302000
68.74822,1,1,175000
156.07704,2,3,306000
242.662636,3,3,379950
257.34131,3,3,285000
141.21256,2,2,405000
368.82491,3,4,995000
159.79316,2,2,475000
86.39979,1,2,500000
130.99323,2,2,380500
140.28353,2,3,490000
153.28995,3,2,360000
152.36092,2,2,415000
81.75464,2,1,218000
151.43189,2,5,767450
267.56064,2,3,285000
149.57383,1,1,290900
127.27711,1,3,276200
299.14766,3,3,315000
125.41905,2,3,377500
122.63196,1,2,425000
97.54815,2,2,235000
89.18688,2,2,234000
107.76748,3,2,199000
183.01891,2,2,294700
300.07669,2,2,1150000
196.02533,2,4,500000
232.2575,3,2,475000
274.06385,2,4,759000
135.63838,1,3,309950
142.14159,2,3,607500
154.21898,2,3,460000
146.78674,3,2,405100
218.32205,2,3,613500
205.31563,3,4,620000
235.97362,2,2,310000
280.56706,3,4,879950
115.19972,1,1,232000
163.50928,2,2,810000
222.9672,3,3,485000
299.14766,3,3,800000
293.57348,3,5,965000
128.20614,3,2,185000
131.92226,2,2,300000
178.37376,2,4,340000
223.89623,3,2,560000
204.3866,3,3,457000
119.84487,2,1,450000
223.89623,3,3,299800
141.21256,3,2,330000
310.29602,3,5,701000
212.74787,2,4,1065000
166.29637,2,2,725000
99.40621,2,2,542000
106.83845,1,2,338500
205.31563,3,2,360000
196.02533,2,3,540000
205.873048,2,4,667000
170.01249,2,3,325000
118.91584,2,3,539000
218.32205,2,2,462500
170.01249,3,2,335000
279.63803,3,4,925000
166.29637,2,3,414000
146.78674,3,2,410000
347.45722,3,4,448000
268.025155,3,3,605000
329.80565,3,4,952990
282.42512,3,2,468000
120.7739,2,3,562500
287.07027,3,3,549950
186.73503,2,3,502000
248.794234,2,4,546200
143.07062,1,3,529000
266.63161,3,4,460000
196.02533,3,3,325000
146.78674,1,3,720000
280.56706,3,5,845800
204.3866,3,2,423000
93.83203,2,1,349000
86.39979,1,1,235000
315.8702,3,5,688000
166.29637,1,3,570000
117.98681,1,3,615000
94.76106,2,2,337500
191.38018,3,1,286000
146.78674,2,2,335000
292.64445,3,4,700000
183.94794,3,2,335000
75.25143,1,1,505000
278.709,3,3,500000
97.54815,1,1,198500
291.71542,3,4,464000
73.39337,1,1,212000
297.2896,3,4,825000
190.45115,3,3,790000
126.34808,1,3,255000
216.46399,2,3,473975
202.52854,1,3,750000
180.23182,2,4,732000
212.74787,2,4,585000
161.65122,2,2,555000
200.67048,3,2,340000
